symbol,entry_trade_date,exit_trade_date,entry_price,exit_price,shares,entry_value,exit_net_value,realized_pnl,return_pct,holding_days,exit_reason,signal_close_adj,signal_sar,signal_rsi,signal_volume_ratio,signal_strength
601012.SH,20210105,20210225,48.98615929206904,52.886376574658456,600,29400.513083913997,31690.57457106684,2290.0614871528414,0.0778918885060482,51.0,sar_break,51.42929561757027,62.150325704002235,40.759999999999984,1.1453694537125456,0.0
000568.SZ,20210105,20210225,209.88523569143604,215.98375218557376,200,41989.64025242869,43140.5946615465,1150.9544091178104,0.0274104374840705,51.0,sar_break,215.14242259121733,285.3874992358134,49.02688277029226,1.5406054929774446,0.0
601888.SH,20210105,20210225,272.6476869985333,302.37483478560955,100,27272.948130463283,30198.174750038823,2925.2266195755437,0.1072574408011332,51.0,sar_break,295.6018203778794,379.3602105081528,56.971287278599185,1.2077063157995866,0.0
300124.SZ,20210202,20210225,64.3011671988063,59.25076796572914,700,45024.32028427616,41421.61937716159,-3602.700907114573,-0.0800167750310879,23.0,sar_break,58.211417202817394,76.3842636417604,45.96174282678001,1.6654564593567955,0.0
600887.SH,20210105,20210301,40.08360265638229,36.297357872167304,900,36086.064963461286,32625.15417624014,-3460.910787221146,-0.0959071262196493,55.0,sar_break,35.999004255225564,43.18714416088491,46.265409717186365,0.6627280048687401,0.0
600438.SH,20210105,20210301,35.38166945528744,41.46169313342797,1200,42470.74074734883,49689.351518825424,7218.610771476597,0.1699666792820704,55.0,sar_break,40.47444996451384,47.81464395552402,58.287037037037,0.6223407478533679,0.0
000001.SZ,20210202,20210301,19.30179346029184,17.764973408040163,2300,44407.44319615883,40806.321568002335,-3601.121628156492,-0.0810927486243563,27.0,sar_break,17.641835377479765,20.884698475398167,31.548311990686827,0.8041382386328704,0.0
600309.SH,20210105,20210305,84.77555296946004,102.24240875084122,400,33920.39425414035,40843.797447786055,6923.403193645703,0.2041073916114824,59.0,sar_break,103.26915637610544,135.6627178495759,42.835435344172595,1.4924859206431922,0.0
002714.SZ,20210105,20210310,57.720058438809424,70.61938658340048,500,28868.687228170533,35263.79069042103,6395.103462250499,0.2215238750451407,64.0,sar_break,69.08170829975826,85.50362610797744,32.900749405958706,0.6508845302290882,0.0
002142.SZ,20210105,20210310,29.620692572581294,31.960230364528428,1100,32592.536658388377,35110.55027156,2518.0136131716245,0.0772573684449185,64.0,sar_break,31.71363230881518,37.76158462411807,36.77922077922079,1.1291439709536712,0.0
300122.SZ,20210202,20210310,109.27210251733764,96.91287511183162,400,43721.95365923714,38714.755349674495,-5007.198309562642,-0.1145236635258354,36.0,sar_break,93.45779519048904,136.52502927136808,26.80692715042221,1.3019084971967578,0.0
000338.SZ,20210202,20210310,18.55615261117485,17.121363002136707,2400,44548.126696699685,41037.85255256143,-3510.274144138253,-0.0787973458017104,36.0,sar_break,16.666045130995897,22.148296818823493,14.981273408239701,0.7174440682110763,0.0
600036.SH,20210202,20210310,41.93342597427255,39.21877892754861,1000,41946.00600206484,39167.7945149428,-2778.21148712204,-0.0662330398509283,36.0,sar_break,38.83008180250312,46.11572601699339,34.22013562858632,1.0842562914463238,0.0
601899.SH,20210309,20210310,9.752703197500804,9.824905460100153,7700,75118.34336514243,75553.42473911557,435.0813739731384,0.0057919458082063,1.0,sar_break,9.75693940368448,13.66518123765333,41.383647798742174,0.990193323528113,0.0
601166.SH,20210202,20210322,18.211144001837976,17.895821047469248,2700,49184.839831604026,48255.90249629035,-928.9373353136762,-0.0188866597613027,48.0,sar_break,17.698971440689945,21.395785027569627,38.472032742155484,0.7882377183503596,0.0
601601.SH,20210309,20210323,35.54545739216536,31.27510281576831,2100,74667.85416170432,65592.33488242641,-9075.519279277913,-0.121545200155659,14.0,sar_break,31.274262021164677,38.8578996225014,27.252252252252276,0.9533864042007438,0.0
000002.SZ,20210202,20210407,23.888513321638488,24.97363547445296,1400,33453.95182588897,34917.637647670635,1463.6858217816623,0.0437522547231314,64.0,sar_break,24.92683942015586,29.305764319992957,22.503961965134735,0.8692933205343906,0.0
000100.SZ,20210202,20210414,7.726586945668914,7.449797057730098,5900,45600.53903834043,43896.66269717479,-1703.87634116564,-0.0373652675406542,71.0,sar_break,7.428286154336396,8.732232195018325,33.23170731707317,0.928817858436353,0.0
601318.SH,20210309,20210414,67.55386986082738,60.769287337206336,1100,74331.54962396418,66759.31599003477,-7572.2336339294125,-0.1018710584164675,36.0,sar_break,60.46011235955056,69.71550051072524,27.129750982961866,0.9777763478431963,0.0
600000.SH,20210202,20210426,8.366015370476394,8.438403811733512,4100,34310.9532178589,34552.47893579086,241.5257179319597,0.0070393182141685,83.0,sar_break,8.42646699008648,9.080871425558202,35.65217391304358,0.4532084746057994,0.0
601398.SH,20210309,20210426,4.172054942920088,3.973333789305027,18100,75536.84872519365,71823.84904235863,-3712.999682835012,-0.049154813120985,48.0,sar_break,3.960348487883036,4.214888844382135,33.33333333333343,0.9208452331481928,0.0
600048.SH,20210309,20210426,12.495007584327087,11.509111390119251,6200,77492.2877369348,71263.727180935,-6228.560555999793,-0.0803765218178105,48.0,sar_break,11.555788756388417,13.61815332197615,47.46835443037979,1.5342139882206904,0.0
000651.SZ,20210309,20210428,40.70494006416374,42.00704476045047,1800,73290.87278312938,75514.3840840714,2223.5113009420165,0.0303381746799697,50.0,sar_break,41.65447604504676,45.62020056675525,29.11963882618518,1.1258512293517204,0.0
600900.SH,20210309,20210510,17.22217390131072,16.74706587483051,4300,74077.56437996878,71918.7671635309,-2158.797216437888,-0.0291423892578958,62.0,sar_break,16.76392736553851,18.638840294579,18.749999999999616,1.1366196638909563,0.0
600690.SH,20210510,20210514,27.172211995194424,25.085171499636573,800,21744.290927034388,20042.048621349637,-1702.242305684751,-0.0782845626650614,4.0,sar_break,24.888136056185445,29.60378288788374,17.68388106416279,2.250249806543845,0.0
601668.SH,20210309,20210521,3.977561591914087,3.933850157927985,19000,75596.34234744158,74645.9869017309,-950.3554457106802,-0.0125714474563178,73.0,sar_break,3.9358180669614655,4.237961676142346,45.454545454545276,1.0286984978171407,0.0
000661.SZ,20210407,20210525,419.5938300431169,394.5183704367932,300,125915.91245763896,118201.6489665676,-7714.263491071353,-0.0612651994533781,48.0,sar_break,399.36798100356185,485.841279760045,32.41529327286503,3.9977505568903418,0.0
002714.SZ,20210510,20210525,68.21507356970184,58.68095910556004,300,20470.661427531824,17581.402157616845,-2889.259269914979,-0.1411414711802666,15.0,sar_break,59.030136986301365,75.12570507655116,18.138801261829656,3.255870078084013,0.0
000725.SZ,20210510,20210531,5.937519162735849,5.643992629716982,3900,23163.27163209021,21982.95621326357,-1180.315418826645,-0.0509563345616275,21.0,sar_break,5.664799528301887,6.878685141509434,34.710743801652825,1.4657063288474386,0.0
601328.SH,20210309,20210615,3.3473899790541286,3.5094486017712128,22400,75004.02999147173,78509.4535363916,3505.4235449198604,0.0467364692979622,98.0,sar_break,3.5112042038731492,3.583155109690222,51.85185185185187,1.1328812500615935,0.0
